date,region,product,units_sold,unit_price
2024-08-22,West,Keyboard,28,124.5
2024-09-16,West,Mouse,25,305.05
2024-04-13,South,Camera,23,780.69
2023-07-27,East,Mouse,3,556.85
2023-03-03,East,Mouse,8,682.8
2024-04-14,West,Mouse,22,183.68
2023-10-30,South,Camera,40,725.41
2024-08-14,South,Keyboard,27,687.01
2024-05-15,South,Headset,31,671.22
2023-10-13,North,Camera,28,591.58
2023-09-10,South,Monitor,28,467.78
2024-08-28,South,Headset,1,340.04
2023-02-15,North,Laptop,33,36.56
2024-06-27,West,Laptop,7,367.43
2023-09-04,North,Headset,1,557.6
2024-02-21,South,Mouse,23,243.67
2024-10-25,North,Keyboard,31,538.54
2023-06-15,West,Headset,38,29.29
2024-04-10,West,Mouse,26,156.11
2024-01-15,West,Camera,1,689.7
2023-03-14,West,Camera,22,429.43
2023-10-31,West,Monitor,40,438.52
2023-08-01,North,Headset,22,591.25
2023-02-26,East,Keyboard,8,312.53
2024-04-21,North,Monitor,24,148.46
2024-07-26,North,Headset,14,119.34
2023-12-09,South,Headset,8,522.74
2024-08-17,South,Camera,15,263.17
2023-10-01,West,Monitor,4,60.06
2023-12-20,West,Laptop,33,426.08
2023-05-06,West,Camera,35,545.86
2024-06-29,East,Laptop,40,300.84
2024-11-20,North,Mouse,30,78.97
2024-01-18,,Keyboard,10,25.50
2024-02-05,South,Monitor,5,96.4
2023-10-10,North,Camera,10,402.1
2023-07-29,North,Monitor,27,775.96
2024-07-08,South,Laptop,23,341.9
2024-10-22,North,Monitor,13,59.73
2023-08-26,East,Laptop,38,280.81
2024-10-23,East,Laptop,38,536.03
2024-06-26,West,Laptop,20,458.13
2023-11-10,South,Monitor,15,392.55
2023-10-23,North,Mouse,23,234.66
2023-06-20,South,Camera,35,235.34
2023-06-29,South,Mouse,16,102.36
2023-11-21,South,Laptop,17,302.04
2023-07-30,North,Camera,21,782.64
2023-06-01,East,Laptop,35,780.62
2024-06-30,East,Keyboard,2,329.6
2024-05-26,South,Laptop,21,133.28
2024-07-13,East,Camera,19,384.39
2023-10-24,South,Headset,29,277.56
2023-04-26,West,Keyboard,9,545.63
2023-04-30,East,Keyboard,26,497.84
2023-08-14,West,Monitor,6,267.83
2024-09-14,South,Headset,34,185.49
2023-10-12,South,Keyboard,6,435.35
2024-01-18,North,Mouse,abc,15.00
2024-04-01,North,Headset,26,163.62
2023-11-22,North,Camera,24,324.07
2024-03-13,East,Laptop,24,19.63
2023-12-20,East,Monitor,29,700.7
2023-03-31,South,Camera,29,595.81
2024-03-01,West,Monitor,11,646.48
2024-03-10,West,Mouse,38,482.37
2023-05-28,South,Monitor,31,790.82
2024-06-21,East,Keyboard,38,607.33
2023-04-01,North,Laptop,18,337.47
2024-07-23,West,Camera,37,606.64
2023-05-21,South,Mouse,25,238.68
2024-05-17,North,Monitor,38,250.09
2024-07-26,West,Mouse,2,635.06
2023-06-07,East,Monitor,31,108.1
2024-11-12,East,Laptop,12,398.59
2024-12-05,South,Keyboard,8,614.13
2024-05-19,North,Headset,24,469.04
2024-08-02,West,Monitor,31,779.66
2023-05-03,East,Headset,37,23.86
2023-09-23,South,Headset,4,125.45
2024-04-17,South,Monitor,11,51.78
2024-01-05,West,Camera,23,48.48
2023-10-26,North,Headset,13,615.49
2024-01-19,South,,12,25.50
2023-07-07,North,Headset,11,439.53
2023-11-20,East,Monitor,24,85.71
2024-08-16,East,Mouse,1,118.19
2023-10-16,East,Laptop,27,278.85
2023-06-16,North,Mouse,10,407.67
2023-07-12,North,Laptop,30,733.66
2023-04-30,South,Keyboard,31,285.09
2024-12-08,East,Mouse,29,712.88
2024-09-03,East,Mouse,20,32.72
2023-05-02,South,Mouse,10,553.56
2023-11-11,South,Mouse,9,785.08
2024-03-11,North,Keyboard,2,622.01
2024-03-17,North,Mouse,7,35.91
2024-11-06,North,Laptop,8,727.74
2023-02-14,North,Monitor,1,606.09
2023-05-07,South,Headset,13,155.98
2023-12-26,North,Keyboard,10,678.23
2023-10-12,East,Monitor,11,685.56
2024-09-19,South,Headset,37,63.99
2024-08-15,North,Headset,14,575.49
2023-10-16,South,Headset,1,779.13
2023-04-12,South,Headset,31,299.51
2024-08-26,South,Laptop,7,152.87
2023-12-30,West,Laptop,14,416.26
2024-01-19,East,Monitor,-3,120.00
2024-02-22,North,Monitor,8,378.06
2024-06-16,South,Laptop,24,566.74
2024-07-24,North,Keyboard,21,400.03
2024-01-30,East,Laptop,39,591.58
2024-12-04,West,Mouse,36,331.75
2024-03-14,South,Keyboard,31,751.87
2024-01-12,South,Keyboard,32,540.96
2024-02-10,West,Headset,6,104.18
2024-02-09,West,Camera,38,782.28
2023-06-22,North,Monitor,13,277.52
2024-09-01,West,Keyboard,15,672.11
2024-05-26,East,Camera,38,478.98
2024-10-21,West,Monitor,31,536.67
2024-02-19,West,Headset,18,126.43
2024-04-10,North,Keyboard,17,396.58
2023-08-25,South,Keyboard,7,592.86
2023-03-11,West,Camera,2,777.94
2024-01-27,East,Mouse,20,501.35
2023-04-09,North,Camera,34,616.38
2024-04-22,South,Monitor,32,397.3
2023-09-25,East,Headset,35,23.96
2023-02-02,West,Keyboard,25,365.59
2024-01-21,West,Laptop,3,35.96
2024-07-24,East,Camera,11,398.27
2024-01-20,West,Keyboard,10,
2023-05-18,East,Camera,25,395.09
2023-04-23,West,Camera,36,551.45
2024-08-08,West,Laptop,36,684.94
2024-06-02,North,Laptop,17,400.81
2024-01-22,East,Monitor,21,58.52
2024-08-27,North,Mouse,24,285.61
2024-08-20,North,Camera,22,310.65
2024-03-14,East,Monitor,27,287.5
2024-11-08,South,Mouse,16,521.99
2024-08-29,North,Camera,5,696.46
2023-04-28,East,Mouse,2,435.35
2023-02-08,West,Camera,28,458.76
2024-03-07,East,Keyboard,31,474.51
2023-11-21,West,Headset,25,264.71
2023-04-11,West,Keyboard,14,275.41
2024-05-29,East,Mouse,40,246.62
2024-03-22,South,Laptop,5,673.9
2024-07-02,South,Monitor,17,47.55
2024-08-10,West,Mouse,40,596.88
2023-04-05,North,Headset,22,225.96
2024-08-03,West,Laptop,14,284.38
2023-03-20,East,Headset,20,352.0
2024-07-06,East,Mouse,27,327.82
2024-10-01,West,Camera,36,152.67
hello,this,is,not,valid
2023-01-20,South,Headset,32,178.23
2024-04-23,East,Camera,35,649.06
2024-03-20,North,Headset,13,297.78
2023-06-01,South,Mouse,20,676.86
2024-01-21,North,Keyboard,10
2024-02-25,East,Keyboard,14,678.31
2023-10-01,East,Camera,11,212.59
2024-09-07,South,Laptop,16,99.71
2023-07-16,North,Mouse,20,376.69
2024-07-27,West,Laptop,3,169.57
2023-10-07,South,Keyboard,17,633.84
2023-10-12,South,Camera,3,771.39
2024-05-12,North,Keyboard,6,257.98
2023-11-02,North,Laptop,24,540.62
2023-04-03,West,Camera,9,196.47
2024-08-07,North,Headset,38,760.24
2024-06-21,East,Laptop,6,198.08
2023-05-06,East,Monitor,38,592.42
2023-08-30,West,Mouse,10,94.38
2023-08-08,East,Laptop,27,210.9
2024-08-26,North,Laptop,35,306.02
2023-04-26,East,Headset,28,385.13
2023-09-10,East,Mouse,24,385.43
2024-01-12,East,Keyboard,39,37.5
2024-11-09,North,Camera,16,209.86
2024-01-29,East,Camera,24,723.49
2024-12-02,North,Headset,16,687.54
2024-02-02,North,Laptop,17,247.7
2023-08-30,East,Mouse,11,733.55
2024-10-08,East,Camera,27,633.56
2023-10-08,North,Laptop,31,592.18
2023-12-07,West,Keyboard,11,561.8
2024-06-02,North,Monitor,27,485.67
2024-07-14,East,Laptop,2,611.96
2024-10-18,South,Camera,29,634.91
2023-05-20,North,Laptop,13,506.35
2023-11-18,North,Keyboard,11,207.19
2024-12-31,South,Headset,27,636.19
2023-11-24,West,Laptop,9,215.94
2024-12-04,East,Monitor,13,76.68
2024-01-12,South,Laptop,25,756.36
2024-08-07,South,Keyboard,2,739.26
2024-10-24,South,Keyboard,30,166.63
2024-12-19,South,Keyboard,26,498.22
2024-09-06,East,Mouse,6,766.85
2023-06-24,North,Keyboard,34,353.78
2024-04-09,West,Keyboard,15,573.72
2023-07-15,East,Monitor,32,311.84
2024-03-17,South,Headset,14,796.21
2023-10-17,South,Laptop,12,332.73
2023-05-30,North,Monitor,17,196.03
2024-04-06,South,Monitor,38,550.57
2024-04-14,North,Keyboard,31,115.23
2023-11-28,West,Camera,14,573.54
2024-12-26,West,Camera,39,212.42
2023-04-08,North,Keyboard,22,745.54
2024-04-27,East,Headset,39,570.56
2023-02-16,North,Monitor,33,499.53
2023-11-06,West,Camera,24,114.47
2024-07-26,North,Headset,12,215.63
2024-05-30,West,Monitor,30,114.22
2023-11-21,West,Mouse,17,102.31
2023-02-15,South,Laptop,18,600.78
2024-03-16,East,Monitor,40,665.38
2023-09-28,East,Laptop,11,259.28
2024-05-18,South,Headset,29,52.05
2023-06-02,North,Mouse,12,38.33
2023-09-24,South,Camera,30,354.78
2024-05-21,North,Laptop,23,791.17
2024-07-28,West,Laptop,32,98.87
2023-06-01,North,Monitor,6,170.95
2023-10-18,South,Mouse,33,659.83
2024-07-30,South,Headset,1,425.55
2024-08-07,South,Laptop,5,204.46
2024-01-18,,Keyboard,10,25.50
2024-05-25,North,Monitor,2,234.58
2024-11-27,North,Laptop,24,476.37
2023-04-19,East,Mouse,2,74.04
2024-12-25,West,Laptop,18,479.42
2023-01-06,East,Keyboard,40,761.21
2023-11-29,South,Mouse,4,643.23
2023-10-17,East,Keyboard,5,442.25
2024-09-08,West,Keyboard,26,211.58
2023-09-03,West,Keyboard,2,683.35
2023-06-16,West,Laptop,19,521.26
2024-10-31,South,Keyboard,20,397.77
2024-03-18,East,Camera,39,113.72
2024-11-12,North,Monitor,33,167.9
2024-04-01,West,Laptop,18,454.82
2024-03-09,North,Laptop,24,494.96
2024-03-20,West,Keyboard,3,415.54
2024-04-19,South,Camera,10,745.23
2024-06-23,North,Monitor,30,355.51
2024-05-04,East,Mouse,9,550.61
2023-11-04,South,Headset,28,243.43
2023-02-18,North,Keyboard,33,95.03
2024-03-11,West,Keyboard,30,532.08
2024-08-05,East,Monitor,17,472.6
2024-05-30,North,Keyboard,30,151.85
2024-01-18,North,Mouse,abc,15.00
2023-07-06,West,Keyboard,6,338.84
2024-12-22,East,Monitor,38,582.03
2024-11-17,West,Headset,17,279.65
2023-07-11,South,Mouse,6,600.15
2024-09-10,East,Camera,7,352.7
2023-01-19,North,Laptop,8,20.51
2024-11-02,West,Laptop,26,696.34
2024-09-08,West,Monitor,40,652.37
2024-09-23,East,Camera,26,645.67
2023-03-31,South,Mouse,1,160.73
2023-01-17,South,Keyboard,14,390.08
2023-05-29,South,Laptop,35,160.82
2023-11-05,West,Mouse,31,343.28
2023-04-30,South,Mouse,29,771.45
2024-04-27,North,Laptop,38,201.68
2023-10-29,West,Keyboard,22,16.22
2024-10-07,West,Laptop,32,592.29
2024-09-02,East,Keyboard,32,325.75
2024-06-09,West,Mouse,4,427.36
2024-03-08,East,Headset,5,221.6
2024-10-25,West,Laptop,8,400.88
2024-10-23,East,Laptop,28,26.44
2023-10-22,South,Laptop,23,356.11
2024-06-03,South,Headset,22,738.17
2024-01-19,South,,12,25.50
2024-11-03,West,Mouse,19,581.17
2024-02-04,West,Camera,24,638.82
2023-06-15,South,Monitor,6,536.97
2023-05-13,South,Mouse,11,488.54
2023-04-14,West,Laptop,20,195.43
2024-07-24,North,Keyboard,23,705.92
2024-01-01,South,Mouse,33,35.26
2023-03-07,East,Laptop,8,497.87
2023-05-04,South,Laptop,17,794.99
2023-12-30,North,Headset,18,718.09
2024-12-07,North,Camera,4,742.04
2024-03-24,West,Keyboard,7,627.51
2024-09-16,North,Headset,3,410.77
2023-06-21,North,Mouse,24,134.06
2023-10-27,West,Headset,32,588.72
2023-04-12,South,Camera,24,274.34
2023-05-22,North,Mouse,29,776.01
2023-01-07,South,Laptop,22,236.54
2023-06-25,North,Monitor,24,575.01
2024-02-29,East,Camera,16,129.77
2024-06-26,West,Mouse,9,643.4
2024-02-28,West,Laptop,34,637.74
2024-01-06,North,Laptop,10,618.42
2024-06-13,North,Keyboard,22,258.7
2024-01-19,East,Monitor,-3,120.00
2023-06-18,West,Keyboard,26,609.76
2024-11-07,South,Headset,4,782.41
2024-12-31,East,Laptop,26,709.77
2024-12-18,East,Camera,21,728.29
2023-01-09,East,Headset,40,737.16
2024-12-18,West,Laptop,14,711.19
2024-10-01,West,Camera,23,711.26
2024-10-26,West,Mouse,20,76.58
2024-07-04,East,Laptop,9,421.17
2024-07-07,East,Mouse,6,414.22
2023-11-16,East,Camera,11,28.5
2024-07-06,East,Mouse,20,583.94
2024-06-01,North,Camera,4,674.85
2023-09-23,East,Keyboard,4,607.68
2023-05-08,West,Monitor,37,592.12
2024-04-09,East,Mouse,38,456.82
2024-10-04,South,Monitor,20,234.78
2024-08-09,South,Camera,25,420.54
2023-09-11,North,Monitor,34,470.07
2024-01-05,West,Keyboard,10,572.2
2024-02-26,North,Keyboard,4,345.66
2023-05-14,West,Mouse,29,71.68
2024-11-24,West,Headset,36,419.97
2024-02-09,East,Headset,32,512.8
2024-01-20,West,Keyboard,10,
2024-03-26,West,Camera,27,660.81
2023-05-28,South,Laptop,30,112.21
2024-12-22,North,Camera,14,369.79
2023-02-03,South,Headset,24,738.14
2023-05-02,West,Keyboard,8,301.97
2023-10-24,North,Headset,10,103.02
2023-11-09,East,Monitor,19,393.88
2023-05-27,South,Headset,27,48.43
2023-11-09,East,Mouse,12,657.11
2024-05-15,North,Keyboard,36,285.43
2023-02-15,West,Laptop,37,254.66
2024-04-08,East,Laptop,31,669.22
2024-09-12,South,Mouse,33,512.8
2024-04-05,West,Mouse,21,80.56
2024-10-01,West,Laptop,15,721.19
2023-12-14,North,Camera,29,591.37
2024-10-23,North,Mouse,2,461.88
2024-12-25,East,Headset,8,518.69
2023-03-29,South,Headset,35,465.72
2023-02-24,South,Laptop,33,718.52
2023-05-04,South,Keyboard,18,631.54
2023-09-09,West,Keyboard,35,489.42
2024-02-16,North,Laptop,2,278.57
2023-07-04,West,Keyboard,34,260.73
hello,this,is,not,valid
2023-09-21,North,Keyboard,7,438.01
2023-10-20,South,Mouse,17,616.96
2023-06-07,East,Laptop,11,56.54
2023-11-30,South,Keyboard,4,245.44
2024-01-21,North,Keyboard,10
2023-04-12,East,Mouse,27,715.48
2023-09-22,West,Keyboard,4,170.02
2024-09-03,South,Laptop,33,604.39
2024-01-30,North,Monitor,4,261.49
2024-07-20,West,Keyboard,31,32.84
2024-10-10,South,Keyboard,18,447.72
2024-08-23,North,Mouse,36,524.73
2023-05-09,East,Headset,27,362.33
2024-10-13,South,Mouse,24,436.95
2023-06-22,South,Headset,28,769.47
2024-07-22,West,Keyboard,1,651.99
2024-09-27,East,Camera,11,10.43
2024-05-08,East,Headset,17,673.2
2024-01-25,East,Camera,14,472.28
2024-06-06,East,Keyboard,11,593.95
2024-07-30,North,Monitor,6,322.29
2023-05-06,South,Camera,36,799.07
2024-03-18,South,Headset,33,766.36
2023-11-22,East,Camera,17,783.92
2024-12-25,West,Monitor,16,533.2
2023-11-26,East,Mouse,30,767.6
2023-12-03,North,Camera,9,520.69
2023-01-03,West,Keyboard,1,541.44
2024-02-28,West,Laptop,35,74.11
2024-10-26,North,Headset,2,715.13
2024-11-18,West,Camera,8,288.87
2024-01-21,East,Laptop,12,672.93
2024-12-14,North,Keyboard,30,302.68
2023-07-17,West,Keyboard,15,597.08
2023-10-15,East,Mouse,6,654.86
2024-10-02,East,Camera,15,195.06
2024-05-20,East,Keyboard,18,399.34
2024-12-21,South,Keyboard,13,787.57
2024-10-15,West,Keyboard,18,459.59
2024-05-20,South,Headset,13,531.27
2024-08-02,South,Keyboard,38,111.31
2023-03-08,South,Monitor,37,685.83
2024-06-19,East,Mouse,2,793.64
2024-12-10,East,Camera,36,707.65
2023-01-03,West,Camera,4,684.55
2023-11-27,West,Laptop,18,106.16
2024-06-14,West,Laptop,24,418.63
2023-02-14,South,Keyboard,18,735.53
2024-06-29,West,Monitor,1,319.57
2023-12-09,North,Headset,2,792.31
2023-08-20,West,Keyboard,16,165.53
2023-12-04,East,Keyboard,7,32.02
2024-03-18,North,Headset,22,674.0
2023-09-11,North,Laptop,16,767.45
2023-02-25,East,Headset,16,755.4
2024-09-06,West,Keyboard,29,467.36
2023-03-29,North,Keyboard,25,257.49
2024-12-11,North,Mouse,4,736.1
2024-03-28,North,Monitor,40,504.69
2023-03-09,North,Camera,4,451.81
2023-10-29,West,Laptop,7,497.67
2024-02-25,South,Headset,40,18.38
2024-01-29,West,Laptop,40,499.19
2023-12-14,North,Laptop,34,269.27
2023-07-17,North,Keyboard,1,480.19
2023-03-11,South,Headset,9,513.52
2023-09-20,East,Laptop,31,582.45
2024-03-31,South,Mouse,9,639.65
2023-03-03,South,Monitor,38,354.32
2024-10-29,East,Monitor,38,709.33
2023-05-30,South,Laptop,20,486.63
2023-10-26,East,Keyboard,34,473.29
2024-11-25,South,Keyboard,16,410.62
2024-07-26,North,Laptop,23,164.37
2024-01-18,,Keyboard,10,25.50
2023-07-25,South,Keyboard,22,159.59
2024-05-02,West,Headset,22,683.09
2024-08-02,East,Headset,20,340.77
2023-06-16,North,Laptop,3,401.79
2023-01-04,South,Camera,15,378.56
2023-08-07,South,Laptop,22,647.74
2024-01-20,South,Laptop,12,662.61
2023-01-07,East,Keyboard,5,292.73
2024-07-22,North,Mouse,19,357.92
2024-10-08,East,Keyboard,2,167.31
2023-10-18,South,Mouse,17,577.88
2023-12-14,South,Mouse,13,26.98
2023-09-26,North,Keyboard,9,309.35
2023-04-24,East,Mouse,20,370.4
2024-01-14,East,Camera,11,753.52
2024-09-30,West,Camera,5,103.61
2023-05-14,South,Mouse,35,308.77
2024-01-19,East,Headset,28,781.82
2023-09-08,North,Headset,38,159.39
2024-07-02,East,Mouse,21,205.27
2024-10-06,East,Mouse,33,775.02
2024-05-15,South,Camera,6,629.89
2024-11-10,North,Mouse,33,316.61
2024-10-22,East,Laptop,34,376.77
2024-01-18,North,Mouse,abc,15.00
2023-11-26,East,Headset,31,575.36
2024-05-21,West,Monitor,38,326.75
2024-08-20,North,Mouse,15,716.96
2024-04-07,South,Laptop,14,251.74
2024-01-22,South,Monitor,17,444.94
2023-05-18,North,Monitor,29,419.87
2023-08-24,North,Laptop,33,500.69
2024-03-12,West,Laptop,28,333.07
2024-05-24,East,Monitor,25,29.53
2024-03-28,South,Monitor,5,293.68
2023-03-26,East,Headset,33,441.85
2023-03-22,East,Mouse,7,103.68
2024-01-04,North,Headset,13,273.67
2024-11-22,East,Monitor,20,598.72
2024-11-30,East,Mouse,39,798.42
2024-07-10,East,Keyboard,20,232.66
2023-12-21,West,Laptop,38,608.67
2023-01-13,West,Camera,33,791.53
2023-06-02,West,Mouse,15,581.44
2023-08-03,West,Mouse,34,473.73
2024-07-19,West,Camera,30,279.12
2023-03-29,East,Mouse,28,618.4
2024-12-15,West,Mouse,29,365.48
2024-07-25,North,Monitor,9,466.23
2024-01-19,South,,12,25.50
2023-05-12,East,Camera,1,404.84
2024-11-05,East,Monitor,15,341.13
2024-12-03,West,Camera,35,246.71
2024-08-24,North,Headset,3,738.49
2023-06-07,East,Headset,39,731.86
2024-08-10,West,Laptop,14,759.47
2023-03-07,West,Mouse,31,95.82
2024-08-06,West,Camera,20,83.66
2023-04-17,South,Keyboard,39,396.0
2023-07-11,South,Keyboard,25,234.22
2023-08-27,East,Camera,34,65.28
2023-02-28,East,Headset,1,145.74
2024-02-25,West,Mouse,8,112.02
2024-03-04,West,Camera,5,317.3
2023-07-31,South,Mouse,20,351.44
2024-12-27,West,Mouse,39,464.32
2023-11-14,South,Headset,30,227.6
2023-01-08,South,Laptop,5,661.42
2024-09-11,South,Headset,22,729.14
2024-05-17,West,Laptop,37,40.88
2023-04-04,East,Camera,30,283.96
2024-12-29,East,Laptop,40,660.51
2023-06-29,West,Mouse,12,720.97
2024-03-18,West,Laptop,12,561.83
2024-01-19,East,Monitor,-3,120.00
2023-04-08,West,Camera,3,199.36
2023-06-11,East,Camera,35,240.59
2023-03-10,South,Laptop,27,793.99
2024-07-20,North,Monitor,5,606.76
2024-05-31,East,Laptop,29,140.22
2023-08-01,North,Laptop,2,67.82
2024-12-12,West,Laptop,22,599.31
2023-07-19,West,Keyboard,1,207.98
2024-12-27,South,Monitor,30,392.96
2023-03-11,North,Headset,16,573.73
2024-03-24,South,Laptop,18,674.83
2023-06-24,North,Headset,7,150.02
2023-05-08,West,Mouse,5,540.4
2023-01-12,East,Mouse,29,292.89
2023-08-10,North,Camera,35,180.77
2024-12-14,North,Camera,34,516.4
2024-11-06,North,Laptop,20,360.75
2024-09-04,North,Keyboard,25,616.02
2023-09-13,East,Mouse,13,82.2
2024-03-07,North,Keyboard,22,658.22
2024-11-27,North,Mouse,7,639.57
2024-11-11,South,Camera,11,44.77
2024-06-08,North,Monitor,21,454.02
2023-07-14,South,Headset,26,751.75
2024-01-20,West,Keyboard,10,
2023-05-04,South,Mouse,7,291.7
2023-06-27,North,Laptop,21,19.47
2023-08-06,West,Mouse,5,529.79
2023-10-13,East,Keyboard,5,709.51
2024-02-25,East,Headset,32,786.65
2023-04-15,South,Monitor,7,483.9
2024-10-08,West,Camera,9,272.32
2024-10-12,East,Camera,31,63.34
2023-01-19,West,Laptop,33,516.07
2023-08-27,North,Mouse,2,496.92
2023-05-08,East,Mouse,28,608.22
2024-09-26,North,Keyboard,9,305.87
2023-10-31,South,Mouse,25,171.46
2023-02-08,South,Camera,39,790.96
2024-03-30,East,Mouse,18,260.86
2023-02-10,West,Camera,19,602.94
2023-08-23,East,Monitor,16,172.6
2023-02-25,South,Camera,15,490.37
2024-01-26,East,Mouse,29,507.53
2023-03-08,West,Keyboard,13,51.16
2023-05-25,South,Mouse,6,147.2
2024-07-16,South,Mouse,33,71.75
2024-04-23,East,Mouse,13,203.49
2023-06-30,South,Monitor,19,465.37
hello,this,is,not,valid
2024-10-12,South,Monitor,31,73.21
2024-01-04,West,Laptop,11,381.86
2024-03-08,West,Mouse,31,25.65
2024-01-26,West,Keyboard,20,480.19
2024-01-21,North,Keyboard,10
2023-06-06,South,Monitor,25,376.28
2024-04-09,East,Laptop,36,488.76
2023-03-15,East,Mouse,31,164.62
2023-07-14,North,Keyboard,33,586.99
2024-01-19,West,Laptop,27,752.83
2024-01-18,West,Laptop,20,516.43
2024-08-25,North,Laptop,3,794.05
2023-05-08,West,Headset,11,163.44
2024-03-22,East,Camera,23,412.59
2024-05-15,East,Camera,4,524.22
2024-03-10,South,Mouse,31,37.26
2024-01-06,North,Camera,10,216.45
2024-04-11,South,Monitor,16,485.7
2024-11-09,South,Keyboard,8,619.07
2024-10-21,West,Laptop,38,779.58
2023-03-24,South,Laptop,11,665.5
2023-09-16,East,Headset,35,530.2
2024-01-27,East,Camera,27,604.45
2023-04-02,North,Camera,37,623.59
2023-12-19,South,Monitor,14,744.71
2024-02-12,East,Keyboard,11,654.95
2023-01-02,North,Keyboard,27,424.72
2024-11-01,East,Camera,28,144.8
2024-01-19,South,Camera,9,166.44
2023-07-06,North,Laptop,37,653.35
2023-07-10,South,Keyboard,12,649.25
2023-07-16,East,Laptop,29,505.2
2024-10-01,North,Camera,11,73.05
2023-03-29,West,Keyboard,18,60.77
2023-01-31,South,Laptop,32,541.52
2023-04-14,North,Keyboard,18,603.92
2023-01-08,North,Keyboard,14,422.64
2023-01-08,West,Headset,34,789.65
2023-09-30,West,Laptop,22,487.45
2023-12-11,East,Camera,22,799.56
2023-09-03,East,Camera,26,308.96
2023-02-28,East,Monitor,7,12.44
2024-12-16,West,Camera,9,30.29
2023-05-06,East,Camera,16,301.06
2024-09-25,West,Headset,27,531.58
2023-01-04,East,Keyboard,24,700.01
2023-11-30,West,Mouse,39,392.78
2024-09-19,North,Monitor,28,751.88
2024-05-02,North,Camera,25,242.15
2023-07-19,South,Headset,37,630.04
2024-05-31,North,Mouse,32,639.49
2023-11-05,West,Mouse,29,764.49
2024-05-08,South,Mouse,14,144.64
2024-11-06,North,Keyboard,28,794.76
2023-01-30,South,Monitor,25,615.38
2023-08-14,East,Camera,31,761.69
2024-11-17,North,Camera,9,738.96
2024-10-10,West,Keyboard,22,698.83
2024-08-12,North,Camera,22,307.84
2024-01-26,West,Mouse,15,214.68
2023-10-25,North,Keyboard,6,278.79
2024-08-29,South,Camera,8,462.54
2023-05-11,East,Laptop,37,592.17
2023-11-15,North,Headset,35,159.99
2024-02-02,West,Monitor,24,640.04
2023-05-10,South,Keyboard,26,17.26
2024-04-16,East,Mouse,19,671.4
2024-05-26,West,Mouse,39,233.88
2024-11-12,North,Headset,21,254.02
2024-12-06,North,Monitor,37,387.84
2023-08-09,West,Monitor,25,56.46
2023-12-08,South,Camera,14,679.98
2023-08-19,North,Mouse,32,584.64
2023-11-03,South,Keyboard,36,319.91
2024-01-18,,Keyboard,10,25.50
2024-03-08,West,Monitor,26,318.94
2024-06-24,East,Monitor,13,563.88
2024-07-15,West,Keyboard,9,265.5
2024-08-17,North,Camera,20,371.45
2023-06-17,South,Laptop,31,239.95
2023-05-29,South,Mouse,13,590.9
2023-01-10,East,Camera,37,90.54
2023-06-01,West,Laptop,11,741.53
2023-04-09,East,Laptop,12,756.6
2023-05-01,East,Headset,28,776.08
2024-10-04,West,Mouse,3,103.85
2024-02-11,West,Monitor,39,764.1
2024-10-30,West,Camera,6,624.41
2024-10-27,West,Monitor,29,300.19
2023-05-03,North,Keyboard,8,396.48
2024-11-15,South,Keyboard,38,462.66
2024-08-09,West,Monitor,7,637.53
2023-07-05,West,Laptop,28,245.71
2023-05-09,North,Monitor,5,573.88
2024-07-04,South,Laptop,2,321.1
2024-07-03,West,Keyboard,34,671.34
2024-07-05,North,Mouse,8,152.72
2024-09-05,South,Keyboard,36,363.31
2023-11-18,North,Keyboard,9,464.31
2024-01-18,North,Mouse,abc,15.00
2024-10-30,South,Keyboard,36,212.84
2023-02-05,North,Keyboard,33,245.88
2024-07-11,South,Laptop,1,206.19
2023-02-17,East,Camera,35,361.49
2024-08-13,West,Camera,21,422.91
2023-12-27,South,Camera,7,533.47
2023-02-15,South,Keyboard,13,121.92
2023-08-09,South,Headset,36,180.67
2024-01-03,East,Mouse,40,343.39
2024-07-17,East,Monitor,25,523.32
2023-06-17,West,Laptop,6,756.34
2024-11-23,West,Camera,10,433.36
2023-03-14,East,Camera,13,574.41
2024-07-31,South,Laptop,10,259.92
2024-03-20,West,Keyboard,39,205.52
2023-10-04,North,Headset,8,550.34
2024-02-21,North,Monitor,6,296.63
2023-12-08,East,Mouse,15,226.18
2023-04-11,West,Mouse,25,761.91
2023-05-07,South,Headset,20,475.17
2024-05-16,North,Headset,23,563.36
2023-10-16,East,Headset,7,718.29
2023-06-24,East,Laptop,12,282.69
2024-11-25,West,Laptop,38,110.78
2024-01-19,South,,12,25.50
2023-01-10,South,Camera,9,122.71
2024-08-04,East,Keyboard,24,568.93
2023-09-13,West,Camera,30,154.65
2023-12-29,West,Headset,19,227.9
2024-03-14,South,Monitor,6,758.49
2024-02-21,East,Keyboard,6,70.59
2023-09-03,North,Mouse,37,55.36
2023-10-20,West,Keyboard,28,544.86
2023-05-20,West,Laptop,33,551.25
2024-11-24,North,Laptop,1,496.87
2023-01-08,West,Camera,35,602.24
2023-09-08,North,Headset,29,772.07
2024-11-21,South,Mouse,5,299.97
2023-05-17,East,Keyboard,28,401.45
2023-06-24,East,Keyboard,22,732.1
2023-09-13,North,Monitor,20,391.67
2023-09-29,South,Keyboard,37,320.96
2023-11-09,North,Laptop,40,680.2
2023-02-28,East,Keyboard,40,373.68
2023-11-02,East,Keyboard,1,286.28
2023-07-10,West,Monitor,1,90.06
